更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,社会福祉法人筑紫会,福祉・介護関連サービス,求人なし,茨城県桜川市真壁町亀熊1464-1,1986,理事長 吉原 毅,"2,290 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社村上,調剤薬局・ドラッグストア業界,求人なし,茨城県猿島郡境町松岡町95-16,1990,代表取締役 村上 晴泰,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人卓和会,病院・大学病院・クリニック,求人なし,栃木県宇都宮市中岡本町461-1,2000,理事長 藤井 卓,783 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人社団松徳会,福祉・介護関連サービス,求人なし,栃木県芳賀郡茂木町大字烏生田346-1,2000,理事長 松田 源一,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,北関東メスキュード株式会社,医療機器卸,求人なし,栃木県下都賀郡壬生町大字藤井1025-3,1990,代表取締役 伊藤 英朋,13 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社関東ケアセンター,その他医療関連,求人なし,群馬県佐波郡玉村町大字上新田1571,2000,代表取締役社長 関口 博明,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社梁瀬産業社,医療機器メーカー業界,求人なし,群馬県桐生市東4-10-19,1956,代表取締役 森山 俊男,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日本インテック株式会社,医療機器メーカー業界,求人なし,埼玉県川越市大字今福2779-1,1986,代表取締役 松村 義男,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会医療法人社団大成会,病院・大学病院・クリニック,求人なし,東京都豊島区池袋1-5-8,1966,理事長 長汐 美江子,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人顕正会,病院・大学病院・クリニック,求人なし,埼玉県蓮田市大字根金1662-1,1990,理事長 前島 顕太郎,513 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
