更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,有限会社三上,福祉・介護関連サービス,求人なし,東京都世田谷区上馬4-11-17アルス上馬 101,1999,代表取締役 三上 亜矢子,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人福徳会,福祉・介護関連サービス,求人なし,千葉県山武郡横芝光町寺方780-1,2001,理事長 原田 進吾,528 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社オーバード,福祉・介護関連サービス,求人なし,宮城県仙台市若林区かすみ町1-22,1991,取締役 林 泰元,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人輝福祉会,福祉・介護関連サービス,無,兵庫県尼崎市蓬川町302-19,2007,理事 宮崎 五郎,176 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,エイジライフ株式会社,福祉・介護関連サービス,求人なし,埼玉県戸田市笹目6-2-6,2008,代表取締役 小河原 健,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社きよせの森医療サービス,その他医療関連,求人なし,東京都清瀬市元町2-2-4,1991,代表取締役 羽田 雅史,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,イムス板橋リハビリテーション病院,病院・大学病院・クリニック,無,東京都板橋区小豆沢3-11-1,,,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人社団祐喜会,病院・大学病院・クリニック,求人なし,東京都豊島区駒込2-5-5,1999,理事長 加塚 祐洋,868 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｂｒａｉｎ,福祉・介護関連サービス,求人なし,神奈川県横浜市緑区鴨居4-52-15,2003,代表取締役 櫻井 政紀,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,共和メディカル株式会社,調剤薬局・ドラッグストア業界,求人なし,大阪府東大阪市若江西新町1-7-38,1978,代表取締役 杉浦 万正,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人雄仁会,福祉・介護関連サービス,求人なし,長野県松本市波田9802-1,2005,理事長 小澤 基一,42 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
