更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,株式会社アインバンド,福祉・介護関連サービス,求人なし,熊本県熊本市東区長嶺東2-11-1,2011,代表取締役 松尾 泰一朗,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社オフィス３１３,福祉・介護関連サービス,求人なし,東京都目黒区中目黒2-1-23313,2013,代表取締役 坂元 修一,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三貴株式会社,福祉・介護関連サービス,求人なし,大分県臼杵市大字市浜664-4,2015,代表取締役 三代 貴光,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エース,調剤薬局・ドラッグストア業界,求人なし,東京都荒川区荒川7-20-1はいから館 105,1998,代表取締役 荒井 聖也,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ライズ,調剤薬局・ドラッグストア業界,求人なし,神奈川県藤沢市菖蒲沢611-3,1997,代表取締役 鈴木 茂,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社東京ＭＡパートナーズ,調剤薬局・ドラッグストア業界,求人なし,東京都中央区八重洲1-5-15,2010,代表取締役 近江 大輔,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｂｉｌｌｉｏｎ,福祉・介護関連サービス,求人なし,兵庫県西宮市高塚町7-57,2005,代表取締役 小林 裕史,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アイメディクス,調剤薬局・ドラッグストア業界,求人なし,大阪府守口市日光町8-12,2002,代表取締役 豊田 悦子,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エイチエム,福祉・介護関連サービス,求人なし,福岡県大野城市御笠川5-3-7ＰＡＸ御笠川 1Ｆ,2013,代表取締役 田中 秀司,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社やわらぎ,調剤薬局・ドラッグストア業界,求人なし,京都府京都市東山区本町22丁目492-20,2008,代表取締役 泉 康彦,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
