更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,レック株式会社,医療機器メーカー業界,求人なし,愛知県名古屋市南区豊田4-8-2,1996,代表取締役 宗宮 治彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社バイタル,医療機器卸,求人なし,東京都品川区東品川1-2-5,1984,代表取締役 一関 政男,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団緑成会,病院・大学病院・クリニック,求人なし,神奈川県横浜市青葉区鉄町2201-5,1982,理事長 平元 周,"3,899 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人財団善常会,病院・大学病院・クリニック,求人なし,愛知県名古屋市南区松池町1-11,1951,理事長 岡田 温,"1,273 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,大榮歯科産業株式会社,医薬品卸,求人なし,大阪府大阪市西区京町堀1-10-17大栄ビル,1954,代表取締役 大石 哲也,56 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,エコー医科器材株式会社,医療機器卸,求人なし,京都府京都市右京区嵯峨釈迦堂門前瀬戸川町2-4,1969,代表取締役 椋本 勝巳,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団緑風会,病院・大学病院・クリニック,求人なし,東京都世田谷区瀬田1-31-1ブルヴェール Ｂ1Ｆ,1993,理事長 木村 純一,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社メディプラス製薬,医薬品メーカー業界,求人なし,東京都渋谷区恵比寿1-20-4ＳｒｅｅｄＥＢＩＳＵ 5Ｆ,1973,代表取締役 伊藤 賢司,93 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,協同組合薬剤センター,その他医療関連,求人なし,京都府京都市右京区梅津神田町10,1961,代表理事 清水 聡,78 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社リジョイスカンパニー,その他医療関連,無,東京都港区芝大門2-3-6大門アーバニスト 502,1982,代表取締役 須田 泰典,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,■医療機関を中心とする総合アウトソーシングサービス 2024年3月doda掲載求人より引用,
2024-08-01,医療法人拓生会,病院・大学病院・クリニック,求人なし,奈良県奈良市三碓町2143-1,1954,理事長 櫻井 立良,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,エルゼビア・ジャパン株式会社,その他医療関連,無,東京都港区東麻布1-9-15東麻布一丁目ビル 4Ｆ,1980,代表取締役 石川 大地,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,一般財団法人泉谷病院,病院・大学病院・クリニック,求人なし,京都府京都市右京区花園伊町41-7,1949,理事長 泉谷 梓,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日本ヘルス株式会社,その他医療関連,無,神奈川県横浜市青葉区あざみ野南2-11-24,1984,代表取締役 小杉 哲平,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エバラドラッグ,調剤薬局・ドラッグストア業界,求人なし,神奈川県横浜市青葉区あざみ野2-12-5,1969,代表取締役 星須賀子,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人山和会,病院・大学病院・クリニック,求人なし,愛知県名古屋市南区加福本通3-28,1986,理事長 山口 勇,153 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人尚生会,福祉・介護関連サービス,求人なし,兵庫県神戸市兵庫区湊川町3-13-20,1963,理事長 細見 和代,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
