更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社ＮＤＣ,医療機器卸,求人なし,東京都立川市栄町4-42-1,1988,代表取締役 後藤 哲男,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ドイ薬局,調剤薬局・ドラッグストア業界,求人なし,千葉県船橋市習志野台4-31-17,1988,代表取締役社長 土居 純一,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ちよだ株式会社,医薬品・医療機器・ライフサイエンス・医療系サービス,求人なし,群馬県前橋市千代田町3-3-20,2005,代表取締役 樋口 明,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人登豊会,福祉・介護関連サービス,求人なし,岐阜県羽島郡岐南町伏屋8-33,2005,理事長 近石 登喜雄,794 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人市原うぐいす会,福祉・介護関連サービス,求人なし,千葉県市原市喜多890-1,2010,理事長 永野 佑一,"1,018 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人朋寿会,福祉・介護関連サービス,求人なし,愛知県名古屋市西区新道2-4-7,2001,理事長 野村 敬史,32 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人加須市社会福祉協議会,福祉・介護関連サービス,求人なし,埼玉県加須市下高柳1932-1,2010,理事長 大橋 良一,208 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人カメリア会,福祉・介護関連サービス,無,東京都江東区亀戸3-36-5,2006,理事長 湖山 泰成,"2,078 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 特別養護老人ホーム、 グループホーム、 訪問（介護・リハ・入浴）、 居宅介護支援、 通所、介護ショートステイ 2022年6月doda掲載求人より引用,
2024-08-01,社会福祉法人あしなみ,福祉・介護関連サービス,無,東京都足立区千住4-3-9,2003,理事長 横内 康行,472 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,いとうくん株式会社,福祉・介護関連サービス,求人なし,京都府京都市下京区柳馬場通四条下る相之町138,2006,代表取締役 山田 幸裕,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人花の会,福祉・介護関連サービス,求人なし,大阪府高槻市南平台3-29-9,1998,理事長 山田 義昭,"1,427 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社プレナー,医薬品卸,求人なし,東京都渋谷区代々木2-23-1,2004,代表取締役 品田 陽子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,マルゼン薬局株式会社,調剤薬局・ドラッグストア業界,求人なし,大阪府大阪市淀川区三津屋北1-5-22,2002,代表取締役 村田 卓,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エムエフティー,医療コンサルティング,求人なし,東京都千代田区岩本町2-8-8ユニゾ岩本町二丁目ビル 7Ｆ,2010,代表取締役 松尾 泰雄,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,元気創健株式会社,福祉・介護関連サービス,求人なし,愛知県名古屋市中区上前津2-13-19アークビルディング上前津 202,2010,代表取締役 服部 富雄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社あ・らいぶ,福祉・介護関連サービス,求人なし,愛知県春日井市八田町3-8-1,2010,代表取締役 土井 こゆる,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社パパママハウス,福祉・介護関連サービス,求人なし,愛知県名古屋市南区南野3-162,2011,代表取締役 金岡 正博,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
