更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,社会福祉法人三幸福祉会,福祉・介護関連サービス,求人なし,兵庫県明石市大久保町大窪3104-1,1987,理事長 池田 ひとみ,"3,079 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人二人同心会,福祉・介護関連サービス,求人なし,兵庫県神戸市東灘区住吉宮町3-4-17,1961,理事長 三木 照清,644 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人あすなろ会,福祉・介護関連サービス,求人なし,福井県福井市下馬3-511,1976,理事長 小森 吉顕,802 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人美光瑞園会,福祉・介護関連サービス,求人なし,福岡県筑紫野市大字平等寺1294-1,1972,理事長 千代田 孝洋,"2,285 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人愛光会,福祉・介護関連サービス,無,大阪府八尾市服部川3-74-2,2000,理事 植田 知之,"1,178 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,福祉事業■障がい者支援施設■短期入所■生活介護■居宅介護■ケアタクシー■相談支援センター 2023年10月doda掲載求人より引用
2024-08-01,社会福祉法人明桜会,福祉・介護関連サービス,求人なし,兵庫県明石市大久保町大窪2752-1,1998,理事長 日下 孝明,"1,555 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人ひじり会,福祉・介護関連サービス,求人なし,福岡県久留米市田主丸町石垣1291-6,1979,理事長 鬼塚 俊一,"1,743 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人足羽福祉会,その他医療関連,求人なし,福井県福井市栂野町20-7,1968,理事長 髙村 昌裕,"3,469 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人悲田院,福祉・介護関連サービス,求人なし,福岡県福岡市早良区大字重留29-17,1979,理事長 佐藤 元治,"1,966 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人福因寺福祉会,福祉・介護関連サービス,求人なし,福岡県大牟田市大字今山4345-1,1980,理事長 井田 真由,517 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人めぐみ会,福祉・介護関連サービス,求人なし,兵庫県たつの市揖保川町山津屋67-2,1950,理事長 堀 正昭,282 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人フロンティア福祉会,福祉・介護関連サービス,求人なし,兵庫県神戸市中央区三宮町2-11-1センタープラザ西館,2003,理事長 福井 秀幸,17 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人福智の里,福祉・介護関連サービス,求人なし,福岡県直方市大字下境336-11,1980,理事長 坂田 友宏,950 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人もみじ会,福祉・介護関連サービス,求人なし,兵庫県たつの市新宮町能地274-69,1975,理事長 山口 竜也,"2,295 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人博愛福祉会,福祉・介護関連サービス,求人なし,熊本県荒尾市下井手1199-12,2000,理事長 田畑 博幸,905 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人樅の木福祉会,福祉・介護関連サービス,求人なし,兵庫県神戸市西区神出町南619,1965,理事長 奈木野 忍,"1,865 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人ふたば会,福祉・介護関連サービス,求人なし,福岡県三井郡大刀洗町大字高樋1245-1,1986,理事長 久保山 久義,"3,064 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人白日会,福祉・介護関連サービス,求人なし,熊本県宇土市南段原町161-2,1974,理事長 荒木 美智子,"1,956 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人白久寿会,福祉・介護関連サービス,求人なし,熊本県阿蘇郡南阿蘇村大字一関1282,1993,理事長 福本 保隆,820 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人丸,福祉・介護関連サービス,求人なし,兵庫県神戸市垂水区名谷町字猿倉273-7,1992,理事長 田中 華代,"2,796 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人照敬会,病院・大学病院・クリニック,求人なし,熊本県熊本市東区尾ノ上4-11-70,1999,理事長 小山 敬子,"1,523 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人天照会,福祉・介護関連サービス,無,大阪府堺市堺区大町東3-1-12,1999,理事長 中岡 数男,170 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人同和園,福祉・介護関連サービス,無,京都府京都市伏見区醍醐上ノ山町11,1941,理事長 五十嵐 隆明,"2,547 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人天の川会,福祉・介護関連サービス,求人なし,大阪府枚方市西禁野2-34-1,1973,理事長 文山 敬太,485 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人みねやま福祉会,福祉・介護関連サービス,求人なし,京都府京丹後市峰山町呉服10,1952,理事長 櫛田 匠,"2,789 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人あゆみ会,福祉・介護関連サービス,求人なし,大阪府大阪市住吉区我孫子1-5-15,1998,理事長 松浦 修,"2,448 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人豊徳会,福祉・介護関連サービス,求人なし,福岡県田川郡福智町伊方638,1979,理事長 芦馬 謙二,"2,245 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人アリス福祉会,福祉・介護関連サービス,求人なし,大阪府吹田市五月が丘東7-8,2003,理事長 原田 淳子,27 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人宗友福祉会,福祉・介護関連サービス,求人なし,愛媛県松山市中野町640,1989,理事長 丹生 谷孝之,"3,448 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人友愛の里,福祉・介護関連サービス,求人なし,兵庫県明石市大久保町大窪2603-208,1991,理事長 有住 靜子,"4,296 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人明倫福祉会,福祉・介護関連サービス,求人なし,兵庫県神戸市中央区港島中町5-2,2000,,"1,898 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人白富会,福祉・介護関連サービス,求人なし,熊本県熊本市東区長嶺東3-3-66,1993,理事長 富永 博文,"1,264 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人法林会,福祉・介護関連サービス,求人なし,福岡県糸島市前原中央3-6-32,1972,理事長 笠信曉,264 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人池田さつき会,福祉・介護関連サービス,求人なし,大阪府池田市東山町555-1,2004,理事長 伊丹谷 五郎,958 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人姫戸ひかり会,福祉・介護関連サービス,求人なし,熊本県上天草市姫戸町姫浦2661,1971,理事長 深谷 恵了,"1,677 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人持子福祉会,福祉・介護関連サービス,求人なし,兵庫県神戸市西区持子3-114,1983,理事長 髙野 聖士,199 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人池田芽ばえ福祉会,福祉・介護関連サービス,求人なし,大阪府池田市東山町589,1998,理事長 小川 美幸,208 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人友朋会,福祉・介護関連サービス,無,兵庫県川西市久代6-1-90,1993,理事長 藤澤 徹,"6,884 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人真光会,福祉・介護関連サービス,求人なし,熊本県熊本市西区城山大塘4-1-15,1993,理事長 吉田 精華,"1,149 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人医真福祉会,福祉・介護関連サービス,求人なし,大阪府八尾市大字都塚50-1,1996,理事長 栁農 浩右,"2,420 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人優和福祉会,福祉・介護関連サービス,求人なし,兵庫県三木市与呂木683-397,1998,理事長 加藤 武男,"1,529 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人泉大津みなと会,福祉・介護関連サービス,求人なし,大阪府泉大津市汐見町85-1,2003,理事長 川西 真由美,532 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人ゆたか会,福祉・介護関連サービス,求人なし,兵庫県加西市野条町86-93,1991,,630 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人仁風会,福祉・介護関連サービス,求人なし,熊本県熊本市東区尾ノ上3-3-1,1998,理事長 比企 裕,833 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人福芳会,福祉・介護関連サービス,求人なし,熊本県菊池市泗水町福本1792,1978,理事長 塚本 美津代,"1,057 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人日野学園,福祉・介護関連サービス,求人なし,愛媛県松山市拓川町3-44,1962,理事長 日野 二郎,"1,233 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人三井福祉会,福祉・介護関連サービス,求人なし,福岡県久留米市北野町鳥巣36-1,1981,理事長 出水 清治,"1,285 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人不動会,福祉・介護関連サービス,求人なし,熊本県山鹿市鹿本町津袋450,1972,理事長 冨田 憲朗,"2,714 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人ペートル会,福祉・介護関連サービス,求人なし,熊本県球磨郡相良村大字川辺1771,1984,理事長 緒方 創造,816 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人青山会,福祉・介護関連サービス,求人なし,熊本県熊本市北区鹿子木町405,1973,理事長 跡部 尚子,"1,557 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人緑水会,福祉・介護関連サービス,求人なし,兵庫県神戸市北区有野町二郎字篭谷898-10,1992,理事長 大西 孝男,"1,025 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人楽久園会,福祉・介護関連サービス,求人なし,兵庫県多可郡多可町八千代区俵田111-27,1983,理事長 上野 仁久,"3,371 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人松山紅梅会,福祉・介護関連サービス,求人なし,愛媛県松山市北梅本町1624-1,1993,理事長 亀本 堯,998 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人聖マリア会,福祉・介護関連サービス,求人なし,熊本県熊本市東区南町13-3,1968,,364 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人洛東園,福祉・介護関連サービス,求人なし,京都府京都市東山区本町15丁目794,1952,理事 五十部 泰至,"1,792 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
