更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,有限会社金子薬局,調剤薬局・ドラッグストア業界,求人なし,千葉県市川市市川1-6-14,1948,代表取締役 金子 道彦,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ミッテル,調剤薬局・ドラッグストア業界,求人なし,福島県郡山市亀田1-12-1,1990,代表取締役 髙橋 正晃,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ロイヤルハウス石岡,福祉・介護関連サービス,求人なし,茨城県石岡市石岡13446-10,1988,代表取締役 島根 英典,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社久保田薬局,調剤薬局・ドラッグストア業界,求人なし,茨城県石岡市石岡2214,1977,代表取締役 久保田 嘉郎,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人静和会,病院・大学病院・クリニック,求人なし,千葉県市川市中山2-10-2,1952,理事長 作田 暢子,"1,653 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人荘和会,病院・大学病院・クリニック,求人なし,秋田県由利本荘市石脇字田尻33,1983,理事長 菅原 和弘,"1,638 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人翠十字,病院・大学病院・クリニック,求人なし,宮城県仙台市太白区茂庭字人来田西8-13,1995,理事長 安カ川 誠,"3,415 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,公益財団法人宮城厚生協会,病院・大学病院・クリニック,求人なし,宮城県多賀城市下馬2-13-7坂総合クリニック1号館 3Ｆ,1950,代表理事 内藤 孝,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社一課,調剤薬局・ドラッグストア業界,求人なし,東京都千代田区神田北乗物町11白井松ビル 7Ｆ,1975,代表取締役社長 栗原 和子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社茨城福祉サービス,医療機器卸,求人なし,茨城県石岡市東光台4-9-3,1985,代表取締役 中山 宏,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,社会福祉法人愛の会,福祉・介護関連サービス,求人なし,茨城県石岡市根当10888-3,1994,理事長 木村 都央,"2,185 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社志鴛,福祉・介護関連サービス,求人なし,宮城県仙台市太白区中田5-13-65志鴛ビル 2Ｆ,1989,代表取締役 櫻井 忠男,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社光星電機,医療機器メーカー業界,求人なし,栃木県栃木市新井町27-1,1969,代表取締役 木村 輝幸,13 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ファーストメディカル株式会社,医療機器メーカー業界,求人なし,宮城県仙台市太白区長町南4-21-2,1990,代表取締役 小泉 敦保,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ハギノヤ,医療機器卸,求人なし,栃木県栃木市本町18-30,1961,代表取締役 萩野 谷隆,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人宇鷹血液疾患研究会,病院・大学病院・クリニック,求人なし,宮城県仙台市太白区富田字南ノ西28-3,1991,,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社東洋商事,医薬品卸,求人なし,千葉県市川市南大野1-43-6,1978,代表取締役 阿部 茂子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社創映,医薬品卸,求人なし,大阪府大阪市西淀川区佃7-2-12,1984,代表取締役 藤井 直也,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社テクノピア,医療機器メーカー業界,求人なし,東京都千代田区西神田3-1-2ウィンド西神田ビル 301,1995,代表取締役 朴 栽世,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,丸光ケアサービス株式会社,その他医療関連,求人なし,栃木県栃木市箱森町50-15,2000,代表取締役 橋本 渡進,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ナショナルトラスト,その他医療関連,求人なし,東京都港区六本木6-15-1六本木ヒルズけやき坂テラス 5Ｆ,1998,代表取締役 瀬戸山 秀樹,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,コダマ薬品株式会社,医薬品卸,求人なし,茨城県筑西市西方1818-23,1979,代表取締役 川田 浩,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アオノ,調剤薬局・ドラッグストア業界,求人なし,千葉県市川市相之川4-15-1ヘルスプラザアオノビル 1Ｆ,1975,代表取締役 青野 匡宏,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
