更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,アークウェル株式会社,病院・大学病院・クリニック,求人なし,神奈川県相模原市南区文京1-4-5ピアレジ文京1－Ｂ,2013,代表取締役 春口 武志,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,エーティーエス株式会社,福祉・介護関連サービス,求人なし,熊本県八代市郡築九番町2-3,2002,代表取締役 中原 ユキ,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ジャカパット,福祉・介護関連サービス,求人なし,栃木県栃木市樋ノ口町130-39,2010,代表取締役 菅田 善弘,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＭＯＮＤＥ　ＣＯＮＳＵＬＴＩＮＧ,福祉・介護関連サービス,無,千葉県茂原市茂原382豊国商事ビル 1Ｆ,2009,代表取締役 佐藤 雅彰,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ヒューマンホールディングス株式会社,福祉・介護関連サービス,求人なし,福岡県飯塚市若菜256-77,2003,,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,メディックスエイジア株式会社,その他医療関連,求人なし,神奈川県川崎市高津区二子5-11-16プロヴァンス 201,2009,代表取締役 今井 邦彦,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ライフサポート合同会社,福祉・介護関連サービス,求人なし,福岡県福岡市中央区黒門8-29105,2011,代表社員 阿部 登,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,介護総合支援合同会社,福祉・介護関連サービス,求人なし,東京都足立区千住曙町37-10段上ビル 2Ｆ,2010,代表社員 馬場 一好,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,石井オアシス・ケアサービス有限会社,福祉・介護関連サービス,求人なし,愛媛県松山市北久米町1004-7,1999,代表取締役 稲見 勇樹,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日本ケア創造株式会社,福祉・介護関連サービス,求人なし,神奈川県川崎市多摩区栗谷4-6-13,2005,代表取締役 岸 忠宏,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ＰＯＳＨ　ＷＥＬＬＮＥＳＳ　ＬＡＢＯＲＡＴＯＲＹ株式会社,その他医療関連,求人なし,東京都港区元赤坂1-5-20,2015,代表取締役 根武谷吾,62 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ユナイテッドファーマシー,調剤薬局・ドラッグストア業界,求人なし,三重県伊勢市中村町325-401,2015,代表取締役 加藤 亮太,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人社団栄央会,病院・大学病院・クリニック,求人なし,福島県いわき市勿来町窪田町通2-114,1984,理事長 北川 智介,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ユトリ,福祉・介護関連サービス,求人なし,鹿児島県鹿児島市中央町34-10,2015,代表取締役 上野ロサリン,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社まざらん,福祉・介護関連サービス,求人なし,東京都狛江市東和泉1-27-15,1995,代表取締役 吉野 隆二,17 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社いろはなケアサービス,福祉・介護関連サービス,求人なし,北海道札幌市手稲区曙七条2-7-38,2012,代表取締役 佐々木 キミ子,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｌｅ－ｃａｌｄｏ,福祉・介護関連サービス,求人なし,埼玉県所沢市小手指町1-36-5,2015,代表取締役 若松 冬美,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社まなぶ,福祉・介護関連サービス,求人なし,愛知県西尾市住崎町北畑28-1Ｍ2ＣＲＵＩＳＥ 2Ｆ,2015,代表取締役 八木 由美,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エンリッチ,福祉・介護関連サービス,求人なし,愛知県名古屋市中村区日ノ宮町4-107,2015,代表取締役 越川 裕一,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社元気の森,福祉・介護関連サービス,求人なし,宮城県仙台市青葉区本町1-5-31シエロ仙台ビル 3Ｆ,2015,代表取締役 飯塚 弘望,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社サンエフユニフォーム,福祉・介護関連サービス,求人なし,大阪府大阪市此花区酉島5-2-22,2002,代表取締役 三原 善和,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アール・エム・シー,病院・大学病院・クリニック,求人なし,東京都杉並区和泉2-3-17,2002,代表取締役 早川 周作,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社ヒューマンパワー,福祉・介護関連サービス,求人なし,大阪府大阪市都島区都島北通1-3-19小山ビル 2Ｆ,2002,取締役 南野 桃子,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,特定非営利活動法人花音,福祉・介護関連サービス,求人なし,愛知県岡崎市細川町字長原55-1,2010,理事 太田 景子,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社メディカルコネクト,その他医療関連,求人なし,愛媛県松山市南吉田町1467-1内海空港通ビル,2015,代表取締役 松田 裕介,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,社会福祉法人療育・自立センター,福祉・介護関連サービス,求人なし,大阪府寝屋川市大谷町7-1,2006,,224 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
