更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,医療法人横浜平成会,病院・大学病院・クリニック,求人なし,神奈川県横浜市戸塚区戸塚町550,2013,理事長 武久 洋三,427 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人財団ひこばえ会,病院・大学病院・クリニック,求人なし,東京都足立区東和4-20-7,1988,理事長 糸氏 亨,471 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人社団啓翔会,病院・大学病院・クリニック,求人なし,東京都葛飾区細田3-29-15,2012,理事長 黒木 啓之,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ハナミスイ,医療機器メーカー業界,無,東京都新宿区西新宿6-15-1セントラルパークタワー・ラ・トゥール新宿609号室,2003,代表取締役 方 智煥,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,医療用機器の製造・販売及び輸出入、化粧品、日用品雑貨の製造、販売及び輸出入、前各号に付帯関連する一切の業務 2024年5月doda掲載求人より引用
2024-08-01,アイケアサービス株式会社,福祉・介護関連サービス,求人なし,大阪府大阪市北区大淀中5-14-1103,2011,代表取締役 向井 正,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ライフケア・桜,福祉・介護関連サービス,無,東京都八王子市西寺方町372-1,2013,代表取締役 松村 有里子,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社メデテー,医療機器卸,求人なし,神奈川県小田原市城山1-6-33,2013,代表取締役 岩井 隆彰,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｈ＆Ｈ,福祉・介護関連サービス,求人なし,神奈川県平塚市諏訪町13-36,2014,代表取締役 原 靖子,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ｇｉｖｅｒｓ,その他医療関連,求人なし,東京都新宿区新宿6-28-7新宿ＥＡＳＴＣＯＵＲＴ8Ｆ,2014,代表取締役 安藝 泰弘,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人社団日成会,福祉・介護関連サービス,求人なし,東京都豊島区池袋本町2-34-1,2002,理事長 平井 基之,886 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ミレニアメディカル,その他医療関連,求人なし,東京都杉並区荻窪5-16-12,2014,代表取締役 李家中豪,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人敬仁会,福祉・介護関連サービス,求人なし,岩手県岩手郡葛巻町江刈第5地割155-7,2001,理事長 西島 康之,369 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社リアリンク,福祉・介護関連サービス,求人なし,福岡県福岡市博多区博多駅南3-1-1博多南マークビル 3Ｆ,2014,代表取締役 本田 隆徳,16 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ライフ・レボリューション,福祉・介護関連サービス,求人なし,福岡県福岡市博多区博多駅前1-12-8ＨＯＰＥビル 7Ｆ,2014,代表取締役 藤本 嘉秀,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社丸福,福祉・介護関連サービス,求人なし,大阪府泉北郡忠岡町馬瀬1-16-1,2014,代表取締役 梶本 章治,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ＪＰＳ株式会社,医療機器卸,無,東京都文京区関口1-24-8,1991,代表取締役 喜田 泰子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社Ｋ－ＷＯＲＫＥＲ,福祉・介護関連サービス,求人なし,東京都新宿区市谷柳町39菅屋ビル 7Ｆ,1999,代表取締役 佐藤 修,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＭＥＤＳＴＡＲ,医療広告代理店・出版社・マーケティング・リサーチ,求人なし,東京都豊島区東池袋3-4-1第二朝日ビル 5Ｆ,2007,代表取締役 牧野 勝利,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社オレンジ・メディカルケアサービス,福祉・介護関連サービス,求人なし,東京都練馬区関町北3-22-4,1999,代表取締役 黒河内 和明,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ウェルサポート,福祉・介護関連サービス,無,東京都八王子市横山町3-6八王子横山町ＪＥビル 5Ｆ,2009,代表取締役 安部 昭博,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
