更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,小倉薬品工業株式会社,医薬品メーカー業界,求人なし,神奈川県鎌倉市城廻124-10,1951,代表取締役 小倉 文明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社湘南台薬品,調剤薬局・ドラッグストア業界,求人なし,神奈川県藤沢市湘南台2-4-6,1981,代表取締役 野 渡明,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人武井内科医院,病院・大学病院・クリニック,求人なし,神奈川県小田原市国府津4-3-19,1989,理事長 武井 和夫,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人社団窪倉医院,病院・大学病院・クリニック,求人なし,神奈川県小田原市扇町1-12-18,1991,理事長 窪倉 俊隆,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社矢野光信堂薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県小田原市板橋180,1970,代表取締役 矢野 達男,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社順天堂薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県小田原市栄町4-1-5,1952,代表取締役 石井 志眞子,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社夏目薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県小田原市栄町1-14-9ＮＴビル1,1950,代表取締役 夏目 善文,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社トーザイ薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県相模原市南区若松3-33-13,1990,代表取締役 鈴木 義之,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社かめい薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県相模原市緑区相原2-12-10,1986,代表取締役 亀井 保之,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社大岡薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県相模原市南区相模大野3-2-1ｂｏｎｏ相模大野ノースモール 103,1957,代表取締役 大岡 元,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社宮之前薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県相模原市緑区橋本6-41-13,1950,代表取締役 古藤 いつみ,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社聖心堂薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県相模原市南区東林間5-15-14,1976,代表取締役 佐藤 淳,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人英和会徳山診療所,病院・大学病院・クリニック,求人なし,神奈川県三浦市南下浦町上宮田2785-1,1996,理事長 徳山宏基,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社三和薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県秦野市南矢名1-17-5,1970,代表取締役 今木 勝敏,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人社団内藤医院,病院・大学病院・クリニック,求人なし,神奈川県秦野市寿町8-5,1990,理事長 内藤 剛彦,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社今木薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県秦野市南矢名698-13,1991,代表取締役 今木 勝敏,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社十全堂薬局,調剤薬局・ドラッグストア業界,求人なし,神奈川県厚木市元町6-9,1952,代表取締役 今井 康夫,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,一般財団法人協和会,その他医療関連,求人なし,新潟県新潟市中央区医学町通2番町72-3,1931,代表理事 青木 聡,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人責善会,病院・大学病院・クリニック,求人なし,新潟県村上市瀬波中町12-18,1962,理事長 馬場肝作,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,公益財団法人福井県労働衛生センター,病院・大学病院・クリニック,求人なし,福井県福井市日光1-3-10,1988,代表理事 大瀧 美惠,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社宮下薬局,調剤薬局・ドラッグストア業界,求人なし,岐阜県岐阜市六条南1-17-17,1951,代表取締役 宮下 貴博,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
