更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,医療法人笹耳鼻咽喉科,病院・大学病院・クリニック,求人なし,大阪府東大阪市西石切町1-11-18新石切メディカルプラザ 2Ｆ,1990,理事長 笹 英彦,88 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人竹村内科,病院・大学病院・クリニック,求人なし,大阪府東大阪市菱屋西3-4-32,1986,理事長 竹村 正子,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人竹村医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市下小阪1-2-15,1989,理事長 竹村 宏,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人寺村医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市長堂1-8-30,1998,理事長 恒川 美香子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人西内科胃腸科,病院・大学病院・クリニック,求人なし,大阪府東大阪市岩田町4-5-21,1994,理事長 西 常男,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人浜川眼科,病院・大学病院・クリニック,求人なし,大阪府東大阪市菱屋西2-7-16,1992,理事長 浜川 誠三,145 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人福田医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市友井4-6-25,1992,理事長 村上 真庸,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人美女平眼科,病院・大学病院・クリニック,求人なし,大阪府東大阪市西石切町1-11-18新石切メデイカルプラザ 3Ｆ,1992,理事長 美女平 一朗,97 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人慈慶会,病院・大学病院・クリニック,求人なし,大阪府東大阪市小若江3-9-21,1997,理事長 本田 俊一,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人橋村医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市島之内2-12-3,2000,理事長 橋村 秀親,52 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人妻鹿整形外科,病院・大学病院・クリニック,求人なし,大阪府東大阪市稲田新町2-30-13,1986,理事長 妻鹿 良平,279 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人前田医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市荒川2-27-18,1989,理事長 前田 英雄,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人宮本耳鼻咽喉科,病院・大学病院・クリニック,求人なし,大阪府東大阪市昭和町6-4,1989,理事長 宮本 一良,180 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人森下外科,病院・大学病院・クリニック,求人なし,大阪府東大阪市小若江3-24-22,1992,理事長 森下 明彦,19 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人三田医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市菱屋東2-14-27,1996,理事長 佐野 都志子,43 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人もりや眼科クリニック,病院・大学病院・クリニック,求人なし,大阪府東大阪市森河内東1-30-15,1996,理事長 守屋 伸一,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人横内内科,病院・大学病院・クリニック,求人なし,大阪府東大阪市鷹殿町2-5,1990,理事長 横内 峻,110 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人横山耳鼻咽喉科医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市菱屋西2-5-19,1991,理事長 横山 隆,48 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人龍神内科医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市足代南1-4-5,1997,理事長 龍神 慶,135 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人大久保小児科医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市西石切町1-11-20新石切出口正ビル 2Ｆ,1997,理事長 大久保 芳明,187 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人公文医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市西鴻池町1-7-8,1988,理事長 公文 誠子,127 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人鎌田医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市岩田町3-8-4,1989,理事長 鎌田 勲昭,892 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人岸川医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市長堂1-9-18,1989,理事長 岸川 匡彦,19 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人隆友会みぞはた整形外科,病院・大学病院・クリニック,求人なし,大阪府東大阪市吉田6-2-50尼信ビル 4Ｆ,2001,理事長 溝畑 隆男,47 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人切石医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市瓜生堂1-1-10,2001,理事長 切石 礼次郎,26 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人ゆいクリニック,病院・大学病院・クリニック,求人なし,大阪府東大阪市南荘町1-4,2004,理事長 由井 正剛,136 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人やまもと眼科,病院・大学病院・クリニック,求人なし,大阪府東大阪市友井2-6-17,2006,理事長 山本 千加子,83 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人東野医院,病院・大学病院・クリニック,求人なし,大阪府東大阪市鴻池元町10-5,2008,理事長 東野 博彦,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人若杉耳鼻咽喉科,病院・大学病院・クリニック,求人なし,大阪府大東市赤井1-4-3ポップタウン住道オペラパーク 3Ｆ,1987,理事長 若杉 一夫,118 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人田中医院,病院・大学病院・クリニック,求人なし,大阪府四條畷市塚脇町5-3,1988,理事長 近藤 明喜子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人河野医院,病院・大学病院・クリニック,求人なし,大阪府四條畷市楠公2-10-12,1988,理事長 河野 啓子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人水野医院,病院・大学病院・クリニック,求人なし,大阪府大東市新町8-9,1988,理事長 水野 孝子,158 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人前野整形外科クリニック,病院・大学病院・クリニック,求人なし,大阪府大東市住道2-7-15,1989,理事長 前野 岳敏,14 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人明栄会上川耳鼻咽喉科,病院・大学病院・クリニック,求人なし,大阪府大東市錦町10-3,1989,理事長 上川 学,26 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,医療法人吉田耳鼻咽喉科,病院・大学病院・クリニック,求人なし,大阪府四條畷市楠公1-9-2,1989,理事長 吉田 彰,65 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
