更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,上場市場名
2024-07-01,株式会社アイシー,土地活用,2,■事業内容： 多岐にわたる不動産の買い取りをはじめ、用地の取得から収益物件の仕入、再生、販売業を主に生活支援サービスおよびリフォームショップのフランチャイズ店舗も展開しております。,愛知県名古屋市中区栄2-9-3,2012,10百万円,,,https://icco2012.com/,,
2024-08-01,株式会社小川重工業,ゼネコン,4,■事業内容：鋼橋架設工事一式／橋梁補修工事一式／鋼構造物製作工事一式／重量物据付工事一式／足場仮設工事一式／鉄骨建方工事一式／鍛冶工事一式■当社について：橋梁架設工事、橋梁補修工事をはじめ、鉄骨工事、足場工事、鍛冶工事を展開しています。2014年創立ですが、2023年時点で本社以外の拠点を多く設立しています。（仙台、盛岡、大阪）1年ほど前に工場を設立しており、発注者の要望に合わせて自社で部材や部品を製造した上で納品、工事が出来る点が強みです。それにより受注できる案件の幅も広がり、案件受注量・売り上げ増加に繋がっています。,福島県郡山市待池台1-39,2014,10百万円,44.0,35,http://o-zyuko.co.jp/,,
2024-08-01,アーバン・スペース株式会社,不動産仲介,6,■事業内容： 「ひよこ」ブランドで4つの事業を展開しています。・住宅事業＜ひよこ住宅＞・土地活用事業＜ひよこ土地活用＞・賃貸管理事業＜ひよこ賃貸・管理＞・不動産売買仲介事業＜ひよこ不動産＞大手企業ではできない「ひよこ」ブランドならではを強みに事業展開をしています。住宅ではローコスト注文住宅で機能性＋デザイン性を兼ね備えた住宅を提供しています。土地活用では狭小地や変形地などの大手建設会社では建設できないような土地に特性を生かした活用方法の提案や福祉施設・保育園などの社会貢献性の高い活用実績も多数あります。,愛知県名古屋市守山区脇田町303,1989,40百万円,40.0,31,http://www.u-space.co.jp/,,
2024-07-01,ティーズガーデンスクエア株式会社,内装・インテリア・リフォーム,2,■事業内容： 住宅の外構工事及び内装・外装工事の設計・施工樹木・花・ガーデニンググッズ等の販売造園工事業／店舗プロデュース／各事業に付随する一切の事業■取扱工事：庭創り、植栽、門扉、ウッドデッキ、ゲート、フェンス、カーポート、テラス、タイル、ブロック、レンガ、左官、表札、ポスト、コンサバトリー、坪庭、物置、外壁塗装、玄関ドア取替え、エクステリア全般または家の外に関わるもの全て■TOPIX：・ガーデニングワールドカップ2012で金賞受賞。■社員数：社員5名、その他職人8名です。,愛知県名古屋市守山区大字上志段味字東谷2081-8,2008,10百万円,,5,http://www.ts-niwa.com,,
2024-06-01,アイクオリティー株式会社,住宅設備・建材,1,■事業内容：マンション外装リフォーム工事を中心としたリフォーム事業,愛知県名古屋市西区新福寺町1-49-2,2007,30百万円,,8,なし,,
2024-07-01,ＪＯＡ株式会社,住宅（ハウスメーカー）,1,■事業内容：・」住宅デザイン開発事業（ビジネスサポート）フランク、ロイド、ライトの「有機的建築」思想を正統に継承した住宅ブランド「オーガニックハウスR」の運営、フランク、ロイド、ライトが提唱した「有機的建築」を具現化するためのデザイン、設計手法、営業手法、技術手法などのシステムの開発・文化社会事業フランク、ロイド、ライトに関する啓蒙活動、環境保護団体、人道的NPO団体の支援,愛知県名古屋市中区金山1-12-14金山総合ビル3F,2004,82百万円,,23,https://www.organichouse.jp,,
2024-07-01,株式会社プレジャー,内装・インテリア・リフォーム,4,■事業内容保育園改修：安心・安全・快適をテーマに様々な園の改修提案を行います。正確な納品は勿論、アフターメンテナンスに重点を置いています。・サンディング＋水性ウレタン塗装工事・フローリング上貼工事・衝撃吸収加工工事・トイレ改修工事・ウッドデッキ設計、設置工事・外壁塗装、防水工事 ほか,神奈川県川崎市川崎区東田町1-2いちご川崎ビル6F,2014,10百万円,,14,http://pleasure-with.co.jp/,,
2024-07-01,株式会社順風不動産,不動産仲介,1,■事業内容： ・不動産事業 … 不動産売買仲介業、不動産買取、不動産管理、不動産コンサルティング、土地活用コンサルティング（新事業）※2022年3月プレオープン・教育事業 … 教育施設「マナビー」の運営。 ロボット教室（幼児～小学生向け) ※ヒューマンアカデミー 科学教室（幼児～小学生向け) ※ヒューマンアカデミー そろばん教室(幼児～小学生向け) ※いしど式そろばん 学習塾(小学生～高校生向け) ※松陰塾,愛知県瀬戸市共栄通5-9-1,2014,3百万円,42.0,8,https://www.jumpooh.com/,,
2024-07-01,株式会社Ｔ‐ｓｔｙｌｅ,サブコン,3,■事業内容：足場工事全般,愛知県一宮市今伊勢町宮後字下苧島34-1,2014,10百万円,,,https://www.t-style2014.co.jp/,,
2024-06-01,株式会社エフォート,サブコン,2,■企業概要：設立以来黒字を続ける橋梁補修・補強のプロ集団です。 ■主な取扱い工事：1：橋梁支承取替工事 老朽化した橋の支え（支承）を鉄鋼支承からゴム支承に交換する工事です。2：落橋防止工事 地震の時にも橋が完全に橋台から落ちないようにするシステムです3：変位制限装置設置工事 橋の動きを制御する装置を設置する工事です。,神奈川県横浜市磯子区杉田5-29-7,2006,40百万円,46.0,21,なし,,
2024-08-01,株式会社協榮リノベイション,サブコン,1,■事業内容：国土交通省から受賞されるほどの塗装技術をもち、土木から建築まで総合的に請け負っているいます。国土交通省、財務省、文部科学省、法務省、大阪府と取引実績があり小学校、裁判所、橋、水門から、民間であればイオンモール、阪神高速と取り引きしています。,大阪府大阪市東住吉区住道矢田6-16-9,1960,50百万円,38.0,14,http://www.kyoueirenov.jp/index.html,,
2024-08-01,株式会社総合技建コンサルタント,サブコン,3,■事業内容：道路、河川、橋梁等、公共土木施設の調査、測量、設計を行っています。事業エリアは地元香川県を中心に、四国、中国、関西エリアの案件にも携わっています。小規模ながら、創業以来着実に成長を続けている企業です。業界内でもいち早くICT対応に取組み、ドローンによる最新のレーザー測量を導入しています。,香川県仲多度郡琴平町上櫛梨字土福962-3,1994,20百万円,,15,なし,,
2024-07-01,アルガホーム株式会社,不動産仲介,1,■不動産仲介・売買■賃貸仲介■賃貸管理■投資■建築■リフォーム業■損害保険代理店,北海道札幌市手稲区西宮の沢四条1-11-26,2014,300万円,,,https://www.algahome8.co.jp,代表者 吉田 貴彦,
2024-07-01,株式会社オノヤ,内装・インテリア・リフォーム,4,■事業内容： ＜住宅リフォーム＞営業、プランニング、見積り、現場管理＜不動産＞中古住宅の仲介、中古住宅のリフォーム企画、土地・新築住宅紹介＜インテリア生活雑貨＞家具雑貨の店頭販売、リフォーム時の家具提案販売,福島県須賀川市池下23-3,2011,29百万円,33.5,263,https://onoya.jp/,,
2024-08-01,オサオクリエーション株式会社,建設コンサルタント,2,■事業内容：企画設計施工まで手掛ける総合建設業です。・ビル、オフィス、集合住宅の新築及び外壁改修工事。リースアップ工事・集合住宅の原状回復工事・大型商業施設の大規模修繕、原状回復及びテナント工事・注文住宅の新築、リノベーション工事・歯科、医科、飲食店、美容室等のテナント工事・各種外構・造成工事,大阪府堺市堺区材木町西3-1-13,2014,20百万円,,25,http://osakuri.co.jp/,,
2024-08-01,株式会社ボンズ・ジャパン,不動産金融,10,■事業内容： （1）不動産販売事業（資産運用型） （2）販売事業（住まい用のマンション、収益物件） （3）居住用マンション・戸建の販売事業（4）収益不動産の購入及び販売事業,宮崎県宮崎市橘通東3-6-19EST2ビル6F,2014,50百万円,36.9,37,https://www.bonds-j.co.jp/,,
2024-08-01,ライフ＆ワークデザイン株式会社,不動産管理,12,■事業内容：・会員制シェアオフィス「Business-Airport」事業の運営管理・会員制シェアオフィス等の企画、開発、運営管理、運営受託,東京都渋谷区道玄坂1-21-1SHIBUYA SOLASTA 9F,2015,30百万円,31.3,123,https://www.lwd.co.jp/,,
2024-08-01,株式会社ジャパンライフアシスト,住宅設備・建材,7,■事業内容住宅用太陽光発電事業産業用太陽光発電事業外構エクステリア事業住宅リフォーム事業自社発電事業,愛知県名古屋市中区大須4-1-18セイジョウビル6F,2014,5百万円,39.0,17,http://japanlifeassist.com/company/,,
2024-06-01,ＧＳＲコンサルティング株式会社,不動産仲介,1,・相続・不動産に関するトータルサポート・不動産コンサルティング・相続コンサルティング・事業承継コンサルティング・経営コンサルティング・不動産売買仲介・不動産賃貸仲介・不動産投資・アセットマネジメント・M&Aに関する仲介及びアドバイザリー・地域活性化、まちづくり事業・社会事業投資,埼玉県さいたま市大宮区桜木町2-7-8 第11松ビル4階,,1000万円,,,https://gsr-consulting.com/,代表取締役 佐藤 良久,
2024-08-01,株式会社アイラス,内装・インテリア・リフォーム,6,■事業内容：・上下水道工事全般、水廻りリフォーム、衛生設備器具の販売及び修理、空調工事、設備設計施工・住宅リフォーム、オール電化及び太陽光発電システム、店舗及びオフィスリフォーム、造園及びガーデニングの設計及び管理及び施工・福祉用具販売及び貸与・介護福祉住宅改修・上記項目に付帯する一切の業務,愛知県西尾市寺部町田中67-1,,5百万円,,26,http://ailas.co.jp/,,
2024-06-01,株式会社パートナーズ,建設コンサルタント,16,■事業内容：土木設計業務・建築設計業務・測量業務・発注者支援業務・労働者派遣事業・有料職業紹介事業,愛知県豊橋市三ノ輪町字本興寺41-1CREST.1 第1丸中ビル4F,2012,30百万円,47.0,311,https://partners-tokai.com/,,
2024-07-01,株式会社共走,住宅設備・建材,3,■事業概要：弊社は日本の「食」を支え、食卓を守る ことを軸として事業展開をしております安定した生産を支えるための〔農業資材〕安全に食を届けるための〔物流資材〕その他、こだわりある生産者を増やすための〔教育事業〕食べる を通して、豊かさを考えるプライベートブランド事業の立ち上げを予定しております,東京都文京区春日2-24-11福泉ビル3F,2014,10百万円,34.0,13,https://kyosou.jp/,,
2024-07-01,株式会社北海道真和エンタープライズ,不動産仲介,1,■主要業務：不動産売買業、不動産仲介業■企業概要：企業理念『Live And Let Live』すべての世代、お年寄りから若い世代まで共生できる社会や環境づくりを企業理念としております。当社は、『真和エンタープライズ 北海道支店』として2006年に開設。北海道のニーズに合った事業展開、より地域に根差した会社を目指すべく、2015年にグループ内にて分社をしました。まだ、若い会社ではありますが、社員一人ひとりの力でお客さまとの信頼を築き、日々業務に取り組んでいます。少人数だからこそ個人の裁量が大きく、意見が反映されやすい風通しのよい社風で、男女問わず年齢問わず活躍できる職場です。,北海道札幌市中央区北二条西3-1-15,2014,10百万円,31.0,20,https://hokkaido.shinwa-ent.co.jp/,,
2024-06-01,株式会社大阪真和エンタープライズ,不動産仲介,1,■不動産売買■不動産仲介国土交通大臣(1) 第10059号,大阪府大阪市北区西天満2-6-8 堂島ビルヂング6F,2014,1000万円,31.0,,http://osaka.shinwa-ent.co.jp/,代表取締役 原川 久司,
2024-07-01,株式会社アトリエティープラス,内装・インテリア・リフォーム,2,■事業内容：建築企画・設計・監理、内装企画・設計・監理、模型製作・CG製作,東京都渋谷区東1-28-7EST渋谷5F,1998,13百万円,,16,http://www.a-tplus.com/,,
2024-07-01,株式会社村上ホールディングス,ゼネコン,1,■事業内容：子会社の管理、経営指導,香川県高松市東ハゼ町877,,10百万円,,435,http://www.murakami-hldgs.co.jp/,,
2024-07-01,スリーアイズキャピタル株式会社,不動産金融,3,■事業内容： ●不動産事業1.不動産小口信託受益権ファンドの組成及び運営管理業務 2.不動産ファンドの組成・運営管理業務 3.不動産仲介業務、不動産信託受益権の私募取扱・媒介業務●オペレーティングリース事業1.船舶等オペレーティングリースファンドの組成・販売業務 2.ファンド運営管理業務●その他事業1.各種ファンド組成等、資金調達・資産運用コンサルティング業務 2.不動産コンサルティング業務 3.不動産・動産の取得、保有、運用業務 4.企業・事業への投資業務,東京都千代田区永田町2-14-2山王グランドビル3F,2014,50百万円,,20,https://www.3-iz.com/,,
2024-08-01,株式会社プロシードデザイン,建築設計事務所,4,■事業内容： 主にクリニックを設計・デザインしている意匠系建築設計事務所です。ドクターの新規開業にあたり、医院の建築・デザイン面でのサポートはもちろん、広告や開業後のアフターフォローまでサポートしています。■サービスの特徴：（1）資金計画の相談…自己資金と借入のバランスを考えた資金計画のアドバイスなどを行います。土地を賃借して、自分で建物を建てるのか、地主に建物を立ててもらい、賃貸料を払うのか、クリニック開業の方法は様々です。建物以外にも、医療機器の選抜など、その後の経営に大きく影響する資金計画を綿密に行い、医院の経営を成功に導きます。など,福岡県福岡市中央区赤坂2-4-5シャトレサクシーズ208,2013,5百万円,35.0,10,https://re-proceeddesign.com/profile_outline/,,
2024-07-01,株式会社トランス防災エンジニアリング,設備管理・メンテナンス,1,■事業内容： 消防用設備点検・修繕・工事業,神奈川県相模原市緑区大島3237-10,2012,3百万円,,7,なし,,
2024-07-01,株式会社Ｃｏｎ　Ｓｐｉｒｉｔｏ,不動産管理,1,■事業内容： 1. 賃貸管理及び、建物管理2. 不動産の仕入れ販売及び売買、仲介3. 賃貸仲介業4. 建築設計、内装工事業・リノベーション事業5. 相続に関するコンサルタント業務6. ナノゾーンコート認定施工販売店■拠点：本社〒152-0035 東京都目黒区自由が丘1-5-1TEL 03-6670-3905 FAX 03-6704-5200神田岩本町店〒101-0032 東京都千代田区岩本町3-3-14 1階TEL 050-3183-1387 FAX 03-6704-5200台湾支社台北市信義區基隆路一段159号15階TEL 02-7522-2220,東京都目黒区自由が丘1-5-1,2007,60百万円,,,https://www.c-sp.jp/,,
2024-06-01,Ｔ‐ＤＥＫ株式会社,設備管理・メンテナンス,2,■事業内容： 設備工事業（ガス配管工事業）■同社について：神奈川県海老名市に拠点を構え、さまざまな建物のガス配管工事を行っている会社です。水道・ガス・電気などのライフラインを設計・施工する技術者集団「株式会社デック」から分社化しました。関東エリアの有名な建物・施設の工事を多数手がけていることが特徴で、高い工事品質が評価されて年々依頼が増えています。この先も安定的に成長を続けながら、人々の暮らしを支えていきます。,神奈川県海老名市門沢橋1-12-26,2014,5百万円,,10,なし,,
2024-06-01,株式会社よろず屋不動産,不動産仲介,3,■事業内容： ・不動産売買・不動産売買仲介・不動産賃貸・不動産賃貸仲介・不動産管理・相続、売却コンサルティング■ミッション：日本の社会問題である空地空家の解決を通じ、不動産流通革命を成し遂げること■当社の特徴：需要の高い事業を展開する成長企業世界中で大きな変革期を迎えている現在。空き地や空き家を抱えるオーナー様が増え、当社が行っている不動産or休眠不動産活用のコンサルティングに対しての需要が急速に高まっています。実際に今年度はわずか半年で昨年度の売上の8割に到達。これから先も更なる成長が見込まれる事業です。,神奈川県相模原市中央区相模原6-6-13,2014,6百万円,35.0,55,https://www.yorozuya-co.jp/,,
2024-07-01,株式会社福地建設,内装・インテリア・リフォーム,10,■事業概要：同社ではお客様のニーズに応える為あらゆる建築、設計から施工、また、施工後の維持修繕などを行っています。■成り立ち：2015年に（株）FDS（旧社名：福地興産）建築部を分社化株式会社FDSからの建築受注をメインに、RC造、S造、木造の物件を施工しています。累計300棟超の施工実績があり、今後の事業拡大に向けて募集します。,大阪府大阪市中央区徳井町2-4-8,2015,20百万円,39.0,14,http://fds.gr.jp/kensetsu/,,
2024-07-01,ワイズ・ラボ株式会社,内装・インテリア・リフォーム,2,■事業内容： (1) 設計・デザイン建築物、インテリア、および船舶等の設計・デザイン業務(2) コンサルティング上記プロジェクトの企画、および各種リサーチ業務(3) プロジェクトマネージメント上記の設計監理、およびプロジェクトのマネージメント業務(4) 施工建築工事、内装・家具工事、およびこれに関わる各種工事(5)Coffee and Works by Wise LaboRの営業フレキシブルオフィスの営業およびこれに関わる飲食業・物販販売等,東京都渋谷区代官山町16-5アドレスガーデン代官山,2015,"2,000百万円",35.0,,https://www.wiselabo.com/,,
2024-08-01,バリューアッド株式会社,不動産仲介,3,■事業内容： ・不動産売買仲介：住居や土地等を「売りたい」お客様と「買いたい」お客様を結びつける架け橋的存在。豊富な経験・実績を持つ当社のコンサルティング営業スタイルでサービスを提供。・事業用地や建物の仕入・販売：税理士や金融機関、投資家から収益マンション、ビル、倉庫、工場などの情報を収集し、売却のご相談に応え、必要な方へ情報を提供するサービスを行う。・不動産買取再販：今ある不動産を早期現金化したいお客様へのサービス。当社で不動産を買い取り、当社で新しいお客様へ販売する。,京都府京都市中京区東洞院通御池下る笹屋町436-2SHICATA DIX BLDG 8F,2015,30百万円,,14,http://value-a.com/index.php,,
2024-05-01,株式会社Ｒ．ｃｏｎｎｅｃｔ,不動産仲介,1,■不動産販売業■不動産仲介業■不動産コンサルタント業務■投資家向けセミナー＜保有免許＞・宅地建物取引業者免許・登録番号 東京都知事（2）第100829号・宅地建物取引士・管理業務主任者・マンション管理士・賃貸不動産経営管理士・2級ファイナンシャルプランニング技能士,東京都港区六本木1-6-1 泉ガーデンタワー34F,2014,１億円,29.0,60,https://r-connect7.co.jp/top,代表取締役 舛岡 理紗,
2024-08-01,株式会社リアルキューブ,不動産仲介,9,■事業概要・不動産仲介・リノベーション、リフォーム・設計デザイン、インテリア提案・コンサルティングフィナンシャルサービス■事業特徴2015年に設立した同社は、不動産仲介からデザイン、リノベーション、インテリア、ファイナンスといったワンストップのサービスを提供しています。リノベーションをするための住宅購入・契約・ローン審査などからサポートを行います。設計・デザインから工事の見積もり、工事請負契約、着工までには非常に多くの工程があるため、お客様へわかりやすく説明・提案しています。,東京都中央区日本橋富沢町10-13&WORK NIHONBASHI 5F,2015,8百万円,31.0,16,http://renove-realcube.com/,,
2024-07-01,株式会社グッドハウス,不動産仲介,1,■事業詳細：・土地、中古住宅、中古マンションの仲介・買取・事業用土地、ビル等の仲介、空き家の利活用・不動産の賃貸及び仲介■特徴：・大分市と連携し「大分市空き家の利活用流通促進事業」の協力業者として地域の活性化にも力を入れています。・「すべてはご依頼者のために」をスローガンに、常に誠実に公平に仕事をさせていただきます。,大分県大分市中島東1-1-7,2015,2百万円,,3,https://gh-no1.com/index.cgi,,
2024-07-01,株式会社サラブレッド,不動産仲介,1,・アパート、マンション提案、施工管理・建築請負業・賃貸管理業・ホテル・旅館業・損害保険募集業務・不動産売買仲介・駐車場管理、仲介,千葉県船橋市夏見3-32-19,2015,3000万円,,27,https://tb-one.net/,代表取締役 馬上 裕司,
2024-08-01,株式会社フレームワークス,建築設計事務所,4,■企業概要：当社は課題解決型の建築・不動産開発コンサルティング事業を展開しております。下記の2点を重点的に置いて、サービスを展開しております。・事業主の事業目的を明確化する『ヴィジョン』構築 → 具体的には企画設計業務を主とした計画立案業務・『ヴィジョン』を実現するために必要な『戦略』構築 → 具体的にはプロジェクトマネジメント業務,東京都千代田区六番町11-3エクサス六番町401,2015,5百万円,45.0,10,http://frameworks-kk.co.jp/frame/,,
2024-07-01,ＴＯＥＩ株式会社,サブコン,1,■人材派遣事業 ◇有料職業紹介事業（施工管理／CADオペレーター／建設事務など）■通信設備事業（共架申請業務／現地調査／データ作成／図面作成など）■建築事業（新築工事一式／大規模修繕工事一式／内外装工事一式／その他各工事）■介護事業（訪問看護サービス）,（本社）東京都新宿区中里町29-3 菱秀神楽坂ビル 1F東京メトロ東西線「神楽坂駅」2番出口より徒歩6分東京メトロ有楽町線「江戸川橋駅」2番出口より徒歩7分,2015,3800万円,,113,https://www.toei-inc.jp/,代表取締役 木島 一芳,
2024-07-01,株式会社北川建設,ゼネコン,3,■事業内容： 総合建設業、戸建新築・住宅リフォーム業■事業内容：商業施設／マンション／保育園・幼稚園・こども園／福祉施設／工場・事務所・倉庫／その他（一般住宅・リフォーム・土木）■まちづくりに貢献する会社です。私たちは商業施設や福祉施設、保育施設など幅広い建物を施工しております。より多くの人々に集まっていただける、安全性の高い建物を建築することにより、地域に貢献できる企業であること目指しています。私たちのつくる施設やマンション、住宅でたくさんの人々の笑顔が見れることが私たちにとって大きな喜びと感じています。,滋賀県守山市石田町1-1,2011,40百万円,45.0,29,https://www.k-kitagawa.co.jp/,,
2024-07-01,株式会社大架,内装・インテリア・リフォーム,1,■事業内容：「建設・土木工事全般」・一般土木工事・舗装工事・外構工事・側溝工事・解体工事・上下水道工事作業・管工事・除雪・外壁補修・エクステリア工事・トイレ、浴室リフォーム、「不動産業全般」」・宅地造成販売売・不動産売買仲介介・土地活用（テナント、アパート）、「販売」・中古建設機械の販売と買取,宮城県大崎市古川小稲葉町9‐40,2011,5百万円,42.0,11,https://ohka.jp,,
2024-07-01,株式会社浜友Ｅ．Ｆ．,ディベロッパー,4,■事業内容：総合エンターテインメント企業：アミューズメント事業、観光・飲食事業、イベント企画・運営事業、IR・ホテル事業、国内外リゾート関連事業,静岡県浜松市中央区板屋町111-2浜松アクトタワー17F,1970,98百万円,34.0,161,http://hamatomo.co.jp/,,
2024-06-01,横浜エンジニアリング株式会社,サブコン,2,■企業概要：当社は、水道などの給排水設備や衛生設備、空調設備など建物に必要不可欠なインフラ設備を扱っています。主要取引先の大手デベロッパー、ハウスメーカーから安定した発注をいただいており、業績も好調です。■事業内容： 給排水衛生空調設備工事,神奈川県横浜市都筑区東山田4-11-27,2008,10百万円,,6,https://www.yokohama-eng.com/,,
2024-07-01,株式会社ＨＯＵＳＥ　ＢＵＩＬＤ,不動産仲介,2,■事業内容： 私たちは、さまざまに変化するライフスタイルに対応した、都市型デザインハウスを提供しています。そこに住む人が、心の底から幸せと思える住まいを届けています。,東京都目黒区東山2-3-2ｃｏｍ’ｓＦＯＲＵＭ7F,2001,50百万円,,18,http://www.housebuild.co.jp/,,
2024-08-01,株式会社三ラージ,不動産仲介,1,■事業内容収益不動産の売買・賃貸・管理およびその仲介、収益不動産の開発・建設・買取およびリノベーション、メガソーラー事業、関連コンテンツ事業を行っています。株式会社三ラージ（スリーラージ）は不動産領域において、「不動産」×「社会の問題解決」に取組む「ソーシャルビジネスカンパニー」です。,群馬県伊勢崎市連取町1225-1,2006,10百万円,34.0,9,https://threelarge.co.jp/,,
2024-07-01,丸盛有限会社,サブコン,1,■事業内容除草、伐採作業の請負及び施工 最近の請負実績：知多半島道路、三重県内国道県道、1・2級河川（雲出川、庄内川、木津川）など一般土木工事の請負並びに設計、施工亀山市コンポスト化センター事業（搬入された刈草をｺﾝﾎﾟｽﾄ（堆肥）化し、出来上がったｺﾝﾎﾟｽﾄを無料配布） 2018年に亀山市から同事業の移譲を受ける,三重県亀山市関町小野192-3,1999,5百万円,,24,http://ouke-g.jp,,
2024-06-01,株式会社リアル,不動産仲介,2,■ 事業内容・建売住宅分譲事業・土地分譲事業・不動産売買・賃貸仲介事業・建築工事及び土木工事、設計、施工・資産買取及び再生リノベーション事業・商業施設の空間デザイン事業・不動産投資開発事業・資産運用コンサルティング,神奈川県横浜市西区北幸2-9-10横浜HSビル7F,2013,99百万円,30.0,25,https://www.real-real.jp/,,
2024-06-01,株式会社中本建設,サブコン,1,とび・土工工事,京都府京都市伏見区深草善道寺町１８－６,53,,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010433287/: 'NoneType' object has no attribute 'get',代表取締役 中本 豊三,
2024-06-01,株式会社平野設計室,建築設計事務所,1,■会社概要弊社は昭和55年に創業し、現在では主に完全注文の戸建住宅や集合住宅、店舗、医療施設、介護施設等の新築、増改築工事の設計・施行を行っています。■事業内容注文住宅の設計、建築／戸建リフォーム設計、施工／マンションリフォーム設計、施工／アパート・マンションの設計、施工／店舗の設計、施工不動産売買、仲介及び管理/高気密・高断熱住宅施工業者／バリアフリー住宅施工業者／住宅金融公庫指定業者／性能保証住宅登録業者／各種住宅保証制度,熊本県熊本市中央区平成3-5-6,1987,30百万円,40.0,15,https://j-hirano.co.jp,,
2024-07-01,有限会社アイテック,建設コンサルタント,1,＜交通安全施設に関わるコンサルタント業務＞■交通信号機等設備調査・設計■標識等設備調査・設計■パーキング・メーター設備調査設計■パーキング・チケット設備調査設計■交通量調査■交通量解析＆信号現示検討■交差点設計■門型アーチ等設置に伴う測量■各種公共測量■各種調査設計■AutoCAD図面編集■各種土木数量計算書作成■信号柱・標識柱・その他特殊柱の基礎計算検討,大阪府大阪市鶴見区今津中1丁目1-32,2005,300万円,,7,http://i-itec.com/,代表取締役 山口 一朗,
2024-08-01,株式会社リバティワン,住宅設備・建材,3,■事業内容：太陽光発電システムのご提案と販売・施工、蓄電池システムのご提案と販売・施工、EV・V2H のご提案と販売、エコキュートなどのオール電化のご提案と販売・施工、電気自動車、中古車販売、農業生産関連,岩手県盛岡市津志田南2-6-27,2015,5百万円,40.0,50,https://liberty-1.co.jp/,,
2024-08-01,株式会社リロパートナーズ,不動産仲介,68,■事業内容： 不動産賃貸管理事業の運営・不動産の賃貸仲介及びそれに伴う資産活用のコンサルティング・賃貸住宅の入居者斡旋/賃貸住宅の運営管理・不動産の売買仲介・建築の企画提案、テナント誘致・不動産の有効利用・賃貸住宅のリフォーム・マンスリーマンション・シェアハウス（ゲストハウス）・コインパーキング・トランクルーム・保険代理業,東京都新宿区新宿3-1-22NSOビル5F,2015,100百万円,,1785,https://www.relo-chintai.jp/,,
2024-06-01,株式会社大岡成光建築事務所,建築設計事務所,1,■事業内容： 建築物の設計及び工事監理／建物及び土地調査／新規計画提案／申請代行／インテリアデザイン／特殊建築物法定定期報告,静岡県浜松市浜名区貴布祢1807,2015,1百万円,,12,https://ooka-design.com/,,
2024-08-01,日比野不動産株式会社,不動産仲介,2,■事業内容： 不動産の売買及びその仲介（土地・戸建・マンション・収益ビル）貸家業、賃貸及びその仲介（アパート・マンション・戸建・事務所・店舗・駐車場）管理不動産の買取りリノベーション事業太陽光発電事業コインランドリーの運営宅建業免許番号：千葉県知事免許（2）第16661号賃貸住宅管理業：登録番号（01）002482号建設業：千葉県知事（般ー3）第055189号,千葉県千葉市花見川区検見川町3-302-24,1999,10百万円,,7,http://www.hibinofudosan.co.jp,,
2024-08-01,ＯＧＵＳＵ＆ＣＯ．株式会社,内装・インテリア・リフォーム,2,■企業概要：当社は、建築・空間演出、飲食店事業を主軸に活動しています。コンセプトを具現化する際の自由な発想、伝統や様式に敬意を払いつつ、現代的要素を取り入れるバランス感覚を大事にしています。より深く、より強く、伝達する表現を模索し、人の潜在意識に触れる事に焦点を当て、日々取り組んでいます。■事業内容： 建築設計・施工・監理商店設計・施工・監理インテリアデザイン家具デザインCGパース制作デジタルコンテンツ制作ブランドディレクション飲食事業経営・企画・運営,東京都練馬区豊玉上2-24-1,2015,1百万円,33.0,11,https://ogusu.co/,,
2024-07-01,株式会社スマイカエステート,内装・インテリア・リフォーム,2,■企業概要：当社は、住みやすい暮らしをご提案する総合不動産開発企業です。ご家族がいかにその空間で幸せな時間を過ごせるかを追求するところから、家づくりが始まります。一歩先の明るい未来を創造し続けます。■事業内容： ・用地開発事業・住宅再生事業 ・賃貸管理・リフォーム ■特徴（TOPICS）： 不動産業界で長く経験を積んだ当社代表が「不動産業界の中でも働きやすい職場にしたい」という思いを持ち、事業を展開しています。,東京都渋谷区代々木3-35-4MINES西参道3F,2015,3百万円,,2,https://www.smiker.co.jp/,,
2024-07-01,株式会社サッショウ,サブコン,1,■事業内容： 総合建設業／リノベーション工事,大阪府堺市中区土塔町3320,2000,20百万円,,68,http://www.sassho.com/,,
2024-08-01,ＮＩＴＯＨ（ニトウ）株式会社,不動産仲介,14,■マンションの企画、開発、販売■マンションのリノベーション■不動産賃貸仲介■その他不動産に関わる業務【宅建免許番号】東京都知事（4）第86265号【加盟団体】社団法人全国宅地建物取引業保証協会会員社団法人東京都宅地建物取引業協会会員一般社団法人公共ネットワーク機構会員実務公法学会会員東京都警察官友の会公益財団法人日本賃貸住宅管理全国賃貸管理ビジネス協会,東京都渋谷区円山町3-6 E・スペースタワー11F,2006,1億円,36.0,92,https://www.nitoh.co.jp/,代表取締役 宮園 泰人,
2024-06-01,株式会社フォレストホーム,住宅（ハウスメーカー）,1,■会社概要：当社は建売住宅の企画・販売をメインに行う不動産会社です。株式会社森興業を中心としたモリグループの一社です。■事業概要：・戸建用地の買取・建売戸建の企画、販売・リフォーム・モリグループ保有物件の管理,千葉県船橋市三咲3-7-45,2008,2百万円,53.0,5,https://www.foresthome-mg.jp/,,
2024-07-01,株式会社さくら,内装・インテリア・リフォーム,8,■事業内容：一般住宅リフォーム・増改築・屋根・外壁・防水・塗装などのリフォーム全般,大阪府交野市星田2-25-1,2008,"1,000百万円",,32,https://www.sakura-reform.net/,,
